name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Washington,DC,USA",2021-06-28,32.2,24.2,28.3,37.3,24.2,30.5,22.0,69.4,0.0,0,0.0,,0.0,0.0,33.5,21.9,178.9,1023.4,30.7,15.9,264.6,22.9,8,,2021-06-28T05:45:25,2021-06-28T20:37:31,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-06-29,33.8,24.7,28.9,37.2,24.7,31.2,22.2,68.8,0.0,0,0.0,,0.0,0.0,33.5,24.7,184.8,1023.3,38.5,16.0,259.5,22.5,8,,2021-06-29T05:45:50,2021-06-29T20:37:29,0.66,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-06-30,34.4,24.1,29.4,39.4,24.1,31.5,20.9,61.3,0.724,100,12.5,rain,0.0,0.0,53.6,23.9,200.9,1017.7,41.5,16.0,232.6,20.0,8,,2021-06-30T05:46:17,2021-06-30T20:37:25,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-01,32.3,22.0,26.2,35.7,22.0,27.0,21.1,74.2,29.964,100,12.5,rain,0.0,0.0,92.1,14.2,192.2,1012.1,79.1,16.0,129.9,11.1,6,,2021-07-01T05:46:45,2021-07-01T20:37:19,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-02,27.2,21.6,23.7,27.5,21.6,23.7,16.7,68.6,2.979,100,37.5,rain,0.0,0.0,44.6,26.6,299.3,1008.7,81.2,16.0,146.4,12.7,6,,2021-07-02T05:47:14,2021-07-02T20:37:11,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-03,27.0,17.1,22.2,27.0,17.1,22.2,13.1,57.5,0.225,100,8.33,rain,0.0,0.0,52.5,25.0,323.5,1009.9,70.3,16.0,182.5,15.8,7,,2021-07-03T05:47:45,2021-07-03T20:37:01,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-04,28.8,18.0,24.1,29.0,18.0,24.2,15.7,61.4,0.0,0,0.0,,0.0,0.0,22.3,17.6,234.9,1012.8,58.5,15.9,206.8,17.9,7,,2021-07-04T05:48:17,2021-07-04T20:36:49,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-05,31.1,21.4,26.4,33.0,21.4,27.1,19.1,65.3,0.0,0,0.0,,0.0,0.0,25.2,22.0,168.8,1016.8,68.1,14.7,215.7,18.4,7,,2021-07-05T05:48:50,2021-07-05T20:36:36,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,F8307,74594013705"
"Washington,DC,USA",2021-07-06,33.8,23.1,28.4,38.6,23.1,30.7,21.2,66.3,0.0,0,0.0,,0.0,0.0,44.0,24.9,191.1,1017.0,35.9,16.0,222.5,19.3,7,,2021-07-06T05:49:25,2021-07-06T20:36:20,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-07,33.8,24.7,29.3,39.8,24.7,32.1,21.8,64.6,0.0,0,0.0,,0.0,0.0,27.0,24.7,184.3,1014.9,46.6,14.7,226.1,19.5,7,,2021-07-07T05:50:01,2021-07-07T20:36:03,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-08,29.4,22.7,26.5,33.4,22.7,27.6,21.1,72.7,5.819,100,33.33,rain,0.0,0.0,51.8,28.6,178.0,1014.1,88.4,15.9,118.9,10.3,5,,2021-07-08T05:50:38,2021-07-08T20:35:44,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-09,32.1,21.6,25.2,35.1,21.6,26.0,20.9,78.2,21.001,100,25.0,rain,0.0,0.0,48.2,27.2,264.1,1011.6,69.7,15.3,169.9,14.9,7,,2021-07-09T05:51:16,2021-07-09T20:35:22,0.0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"KDCA,72405013743,72403793728,KGAI,KDAA,KADW,72033493764,F8307,74594013705"
"Washington,DC,USA",2021-07-10,28.3,21.5,24.8,28.8,21.5,25.0,16.9,62.6,0.0,0,0.0,,0.0,0.0,33.5,23.4,323.6,1016.3,80.1,15.9,233.1,20.0,7,,2021-07-10T05:51:55,2021-07-10T20:34:59,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-11,32.1,23.5,27.7,36.7,23.5,30.0,21.1,67.6,0.0,0,0.0,,0.0,0.0,38.9,24.7,174.7,1016.7,80.0,16.0,194.2,16.7,7,,2021-07-11T05:52:35,2021-07-11T20:34:34,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-12,32.8,25.5,28.9,39.3,25.5,31.9,23.1,71.6,0.0,0,0.0,,0.0,0.0,30.2,26.7,186.8,1018.6,65.8,16.0,221.4,19.3,7,,2021-07-12T05:53:16,2021-07-12T20:34:07,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-13,33.8,25.5,29.5,39.4,25.5,32.5,22.3,66.1,0.0,0,0.0,,0.0,0.0,41.3,30.3,185.5,1021.1,61.4,16.0,218.6,18.9,8,,2021-07-13T05:53:58,2021-07-13T20:33:38,0.13,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-14,32.2,23.2,27.6,34.3,23.2,28.7,20.7,67.9,0.13,100,12.5,rain,0.0,0.0,30.2,18.1,204.0,1021.3,65.2,15.7,135.0,11.6,7,,2021-07-14T05:54:41,2021-07-14T20:33:08,0.16,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-15,32.2,22.0,27.6,36.1,22.0,29.2,20.9,69.1,0.0,0,0.0,,0.0,0.0,27.4,21.4,188.2,1019.2,68.1,16.0,200.3,17.2,7,,2021-07-15T05:55:24,2021-07-15T20:32:35,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-16,33.8,25.3,29.7,36.2,25.3,31.6,20.5,59.1,0.0,0,0.0,,0.0,0.0,23.4,24.6,182.9,1017.0,52.1,16.0,231.7,20.1,8,,2021-07-16T05:56:09,2021-07-16T20:32:01,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-17,33.8,25.8,29.2,40.0,25.8,32.2,22.3,66.9,0.073,100,4.17,rain,0.0,0.0,45.6,32.2,191.7,1016.2,66.4,16.0,191.4,16.7,8,,2021-07-17T05:56:54,2021-07-17T20:31:25,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-18,28.3,23.3,25.6,28.6,23.3,25.7,17.0,60.0,0.0,0,0.0,,0.0,0.0,46.2,27.5,291.8,1017.3,73.0,15.9,191.1,16.5,7,,2021-07-18T05:57:40,2021-07-18T20:30:47,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-19,31.6,22.1,26.6,31.8,22.1,26.9,17.4,58.1,0.0,0,0.0,,0.0,0.0,20.9,16.3,229.2,1017.2,73.2,16.0,187.0,16.1,6,,2021-07-19T05:58:27,2021-07-19T20:30:08,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,KDCA,72405013743,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,F8307,74594013705"
"Washington,DC,USA",2021-07-20,33.8,22.4,28.0,34.3,22.4,28.6,18.3,57.6,0.0,0,0.0,,0.0,0.0,22.3,17.3,287.0,1014.1,13.6,15.2,191.4,16.3,6,,2021-07-20T05:59:14,2021-07-20T20:29:26,0.38,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,F8307,72033493764,74594013705"
"Washington,DC,USA",2021-07-21,31.5,24.1,27.3,34.4,24.1,28.0,18.7,60.0,10.329,100,8.33,rain,0.0,0.0,81.4,30.7,327.7,1012.8,41.6,14.2,163.7,14.0,5,,2021-07-21T06:00:03,2021-07-21T20:28:43,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-22,28.7,20.4,24.6,27.8,20.4,24.4,12.4,48.3,0.0,0,0.0,,0.0,0.0,31.7,22.2,350.5,1019.8,62.0,16.0,216.0,18.5,7,,2021-07-22T06:00:51,2021-07-22T20:27:58,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-23,29.8,19.6,24.7,28.7,19.6,24.4,12.6,48.6,0.0,0,0.0,,0.0,0.0,27.0,15.8,26.6,1020.9,64.9,16.0,212.8,18.5,7,,2021-07-23T06:01:40,2021-07-23T20:27:12,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,KDCA,72405013743,72403793728,72403093738,KGAI,KADW,KDAA,F8307,72033493764,74594013705"
"Washington,DC,USA",2021-07-24,29.8,20.7,25.2,30.6,20.7,25.4,16.4,58.7,0.381,100,8.33,rain,0.0,0.0,37.1,25.0,171.2,1018.7,80.7,15.8,136.9,11.9,7,,2021-07-24T06:02:30,2021-07-24T20:26:23,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,D6279,F0198,KADW,KDAA,F8307,74594013705"
"Washington,DC,USA",2021-07-25,31.3,23.3,27.0,34.9,23.3,28.8,20.4,67.8,0.0,0,0.0,,0.0,0.0,37.1,23.0,187.6,1013.6,86.4,16.0,59.7,5.1,3,,2021-07-25T06:03:20,2021-07-25T20:25:33,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-07-26,35.5,23.7,28.1,37.0,23.7,29.2,20.7,67.0,6.899,100,8.33,rain,0.0,0.0,52.0,21.9,190.6,1013.2,75.2,15.6,56.7,4.8,3,,2021-07-26T06:04:11,2021-07-26T20:24:42,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2021-07-27,34.9,22.6,28.2,35.4,22.6,28.7,19.0,62.0,1.705,100,4.17,rain,0.0,0.0,23.0,17.4,318.2,1014.7,40.6,15.9,75.3,6.5,5,,2021-07-27T06:05:02,2021-07-27T20:23:49,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,D6279,F0198,KADW,KDAA,AS365,74594013705"
"Washington,DC,USA",2021-07-28,33.8,24.0,28.4,34.2,24.0,28.8,18.2,56.0,10.235,100,4.17,rain,0.0,0.0,31.7,19.9,12.3,1015.0,40.4,15.9,72.3,6.2,5,,2021-07-28T06:05:54,2021-07-28T20:22:54,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,D6279,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-07-29,30.6,23.1,26.2,33.8,23.1,27.6,21.7,77.1,5.173,100,8.33,rain,0.0,0.0,37.1,22.6,197.6,1013.4,85.4,15.8,42.6,3.7,2,,2021-07-29T06:06:45,2021-07-29T20:21:58,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,F0198,KGAI,KADW,KDAA,AS365,72033493764,74594013705"
"Washington,DC,USA",2021-07-30,32.0,24.2,28.1,32.1,24.2,28.3,17.7,56.3,0.0,0,0.0,,0.0,0.0,41.4,24.1,321.0,1010.8,54.3,15.9,67.8,5.8,5,,2021-07-30T06:07:38,2021-07-30T20:21:00,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,AS365,74594013705"
"Washington,DC,USA",2021-07-31,27.1,20.9,23.7,27.3,20.9,23.7,13.9,54.5,0.0,0,0.0,,0.0,0.0,27.0,19.1,85.0,1015.5,82.8,16.0,71.5,6.1,5,,2021-07-31T06:08:30,2021-07-31T20:20:01,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-01,26.9,21.6,23.6,28.3,21.6,23.6,19.6,79.0,10.614,100,45.83,rain,0.0,0.0,40.7,21.3,190.6,1011.7,92.2,15.1,31.4,3.0,1,,2021-08-01T06:09:23,2021-08-01T20:19:00,0.78,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-02,28.0,19.1,23.3,27.7,19.1,23.3,14.5,59.6,0.0,0,0.0,,0.0,0.0,33.5,21.5,338.8,1016.3,38.5,16.0,51.2,4.4,3,,2021-08-02T06:10:16,2021-08-02T20:17:58,0.81,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-03,27.1,19.7,23.3,27.2,19.7,23.3,15.5,63.1,0.0,0,0.0,,0.0,0.0,30.2,16.2,86.2,1019.1,86.3,16.0,48.1,4.1,2,,2021-08-03T06:11:09,2021-08-03T20:16:54,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-04,27.7,20.3,23.5,27.5,20.3,23.4,15.2,62.0,0.0,0,0.0,,0.0,0.0,38.9,20.9,52.9,1019.1,60.3,16.0,66.9,5.8,4,,2021-08-04T06:12:02,2021-08-04T20:15:49,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-05,30.5,18.9,24.6,30.0,18.9,24.6,15.5,59.0,0.0,0,0.0,,0.0,0.0,22.0,15.9,208.2,1019.8,49.7,16.0,74.3,6.3,6,,2021-08-05T06:12:56,2021-08-05T20:14:43,0.91,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-06,32.0,21.3,26.4,32.3,21.3,26.6,17.8,61.4,0.0,0,0.0,,0.0,0.0,35.3,23.2,181.5,1021.0,70.0,16.0,73.4,6.3,6,,2021-08-06T06:13:50,2021-08-06T20:13:35,0.94,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-07,24.9,20.9,22.5,24.9,20.9,22.5,18.8,80.0,6.508,100,25.0,rain,0.0,0.0,25.2,15.2,145.5,1018.5,92.1,15.8,23.2,2.0,1,,2021-08-07T06:14:44,2021-08-07T20:12:26,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-08,32.6,20.4,25.5,32.5,20.4,25.8,18.1,66.2,0.0,0,0.0,,0.0,0.0,25.9,18.0,19.7,1017.8,50.9,15.9,79.0,6.8,6,,2021-08-08T06:15:38,2021-08-08T20:11:16,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-09,32.5,23.1,26.7,36.7,23.1,28.1,21.5,74.7,0.24,100,8.33,rain,0.0,0.0,37.1,25.2,155.6,1019.6,72.6,15.9,56.1,4.7,3,,2021-08-09T06:16:32,2021-08-09T20:10:05,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-10,33.8,24.3,27.6,39.5,24.3,29.1,22.2,74.0,15.389,100,8.33,rain,0.0,0.0,72.0,37.4,184.9,1019.2,54.2,15.9,63.0,5.3,5,,2021-08-10T06:17:26,2021-08-10T20:08:52,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C6294,KDCA,72405013743,72403793728,D6279,F0198,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2021-08-11,35.0,23.7,27.4,40.1,23.7,29.0,22.1,74.7,1.751,100,12.5,rain,0.0,0.0,55.4,20.2,201.0,1017.7,62.5,16.0,73.9,6.3,5,,2021-08-11T06:18:20,2021-08-11T20:07:38,0.11,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KDCA,72405013743,72403793728,F0198,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2021-08-12,35.5,23.1,28.8,40.1,23.1,31.7,22.6,71.0,0.0,0,0.0,,0.0,0.0,27.0,24.8,185.1,1017.1,40.4,15.9,70.7,6.0,5,,2021-08-12T06:19:14,2021-08-12T20:06:23,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-13,35.6,23.7,29.3,39.2,23.7,31.9,21.8,66.0,2.546,100,16.67,rain,0.0,0.0,55.4,24.6,206.7,1018.0,78.2,16.0,68.0,5.8,5,,2021-08-13T06:20:09,2021-08-13T20:05:07,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-14,33.2,23.2,27.9,37.0,23.2,29.5,21.3,69.2,0.0,0,0.0,,0.0,0.0,27.7,16.3,317.8,1019.0,82.8,16.0,63.9,5.4,4,,2021-08-14T06:21:03,2021-08-14T20:03:50,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-15,28.2,22.7,25.2,28.8,22.7,25.3,18.4,67.6,62.589,100,33.33,rain,0.0,0.0,51.8,20.7,55.2,1021.6,92.0,15.0,52.6,4.5,3,,2021-08-15T06:21:57,2021-08-15T20:02:32,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KIAD,KDCA,72405013743,72403793728,72403093738,F0198,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2021-08-16,28.2,23.0,24.9,30.7,23.0,25.1,20.9,79.2,17.733,100,41.67,rain,0.0,0.0,35.3,16.0,126.6,1021.0,97.2,15.3,31.0,2.5,1,,2021-08-16T06:22:52,2021-08-16T20:01:12,0.29,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,AS365,74594013705"
"Washington,DC,USA",2021-08-17,30.6,22.7,26.6,35.7,22.7,28.7,22.7,79.9,15.803,100,20.83,rain,0.0,0.0,59.0,16.2,165.3,1020.5,89.6,15.5,39.8,3.4,1,,2021-08-17T06:23:46,2021-08-17T19:59:52,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,F0198,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2021-08-18,30.6,26.0,28.0,36.3,26.0,31.1,24.2,79.9,8.27,100,20.83,rain,0.0,0.0,49.6,32.2,169.6,1018.6,82.5,15.9,48.4,4.1,3,,2021-08-18T06:24:40,2021-08-18T19:58:31,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-19,32.7,24.2,28.2,35.5,24.2,29.6,21.5,68.7,0.576,100,20.83,rain,0.0,0.0,35.6,20.8,258.2,1016.1,76.9,16.0,53.8,4.5,4,,2021-08-19T06:25:34,2021-08-19T19:57:08,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KIAD,KDCA,72405013743,72403793728,72403093738,D6279,F0198,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2021-08-20,28.6,21.7,25.2,30.0,21.7,25.4,20.6,76.7,53.842,100,41.67,rain,0.0,0.0,27.4,21.2,30.5,1013.5,91.8,13.6,40.9,3.5,3,,2021-08-20T06:26:29,2021-08-20T19:55:45,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KIAD,KDCA,72405013743,72403793728,72403093738,D6279,F0198,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2021-08-21,29.8,23.5,26.6,32.3,23.5,27.6,20.9,71.4,2.657,100,12.5,rain,0.0,0.0,22.0,15.3,24.1,1012.1,83.8,16.0,37.0,3.3,1,,2021-08-21T06:27:23,2021-08-21T19:54:21,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-22,28.3,23.1,25.7,30.7,23.1,26.5,20.8,74.8,2.291,100,12.5,rain,0.0,0.0,68.4,14.0,270.6,1012.2,68.5,15.9,36.5,3.2,1,,2021-08-22T06:28:17,2021-08-22T19:52:57,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-23,33.7,23.2,28.5,36.2,23.2,29.9,20.4,63.5,0.018,100,4.17,rain,0.0,0.0,36.9,26.6,274.4,1011.5,66.2,15.8,63.5,5.4,4,,2021-08-23T06:29:11,2021-08-23T19:51:31,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-24,33.7,24.2,28.7,36.7,24.2,30.4,20.8,64.2,0.493,100,4.17,rain,0.0,0.0,21.2,23.1,349.1,1015.4,47.2,15.9,70.5,6.0,5,,2021-08-24T06:30:05,2021-08-24T19:50:04,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KIAD,KDCA,72405013743,72403793728,72403093738,F0198,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2021-08-25,33.6,23.6,28.3,38.1,23.6,30.3,22.1,71.1,1.095,100,8.33,rain,0.0,0.0,31.7,15.7,188.4,1019.0,43.2,15.8,64.5,5.5,4,,2021-08-25T06:30:59,2021-08-25T19:48:37,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,D6279,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-26,32.3,24.2,26.8,37.9,24.2,28.4,22.2,76.1,13.103,100,16.67,rain,0.0,0.0,43.1,24.1,340.7,1019.8,80.7,14.4,67.4,5.9,6,,2021-08-26T06:31:53,2021-08-26T19:47:09,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-27,32.9,24.1,27.0,38.4,24.1,28.6,22.8,78.3,7.416,100,12.5,rain,0.0,0.0,51.1,21.0,167.7,1018.9,56.7,14.6,52.8,4.6,6,,2021-08-27T06:32:47,2021-08-27T19:45:41,0.67,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-28,32.6,24.2,27.7,37.5,24.2,29.5,22.4,74.4,0.029,100,4.17,rain,0.0,0.0,31.7,22.6,38.8,1021.1,56.5,14.6,65.2,5.6,5,,2021-08-28T06:33:41,2021-08-28T19:44:12,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2021-08-29,28.3,22.7,25.4,30.5,22.7,26.0,20.8,76.7,0.022,100,8.33,rain,0.0,0.0,20.5,17.3,68.5,1021.2,88.9,15.7,36.9,3.2,1,,2021-08-29T06:34:34,2021-08-29T19:42:42,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,D6279,F0198,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2021-08-30,33.7,23.6,27.0,37.7,23.6,28.3,21.8,74.7,0.036,100,4.17,rain,0.0,0.0,33.5,25.3,228.4,1013.6,63.1,14.7,68.6,5.9,7,,2021-08-30T06:35:28,2021-08-30T19:41:11,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KIAD,KDCA,72405013743,72403793728,72403093738,F0198,KGAI,KADW,KDAA,AS365,72033493764,74594013705"
"Washington,DC,USA",2021-08-31,29.9,23.6,26.7,32.5,23.6,28.0,21.2,72.3,0.009,100,4.17,rain,0.0,0.0,20.2,14.0,6.0,1010.0,79.1,15.5,30.5,2.7,1,,2021-08-31T06:36:22,2021-08-31T19:39:40,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,D6279,F0198,KADW,KDAA,74594013705"
